subject,topic,question,option_a,option_b,option_c,option_d,correct_letter,explanation,difficulty,source,tags
Web Technologies & Internet / PHP,html images and web page files,What is the work of Gzip compression?,compresses an image,compresses web pages only,compresses JavaScript and CSS code only,"compresses web pages, JavaScript and CSS",D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=3,
Web Technologies & Internet / PHP,html images and web page files,JPEG format is useful when . . . . . . . .,there are so many colors in the picture,there are not so many colors in the picture,we want to show more brightness,when we want to show haziness,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=4,
Web Technologies & Internet / PHP,html images and web page files,Which of the following is not Sprite Sheet generator?,Lemonade,Firewoks CS6,SpriteMe,Pixelomator,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=4,
Web Technologies & Internet / PHP,html images and web page files,Which process is used for the creation of the end result?,render(),compile(),eval(x),encodeURI(),A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=4,
Web Technologies & Internet / PHP,html images and web page files,transaction() does not take the argument . . . . . . . .,callback,success callback,error callback,database name,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=4,
Web Technologies & Internet / PHP,html images and web page files,For best speed position of CSS code should be at . . . . . . . .,at the bottom of the code,at the middle of the code,at the top of the code,anywhere in the code,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=4,
Web Technologies & Internet / PHP,html images and web page files,What is the size of PHP Module extension mysql.so?,35 KB,42 KB,15 KB,107 KB,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=4,
Web Technologies & Internet / PHP,html images and web page files,Which of the following is not the benefit of cache application?,browsing offline,reduction of server load,speed,asynchronous,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=4,
Web Technologies & Internet / PHP,html images and web page files,Which of the following is not encode by encodeURI() function?,>,[,\,:,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=4,
Web Technologies & Internet / PHP,html images and web page files,Sprites are . . . . . . . .,1-D images,2-D images,3-D images,not the image,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=4,
Web Technologies & Internet / PHP,html images and web page files,Which of the following is not control character?,BS,NUL,ampersand,HT,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=4,
Web Technologies & Internet / PHP,html images and web page files,Which of the error is raised when the quantity of data is too much?,TOO_LARGE_ERR,UNKNOWN_ERR,TIMEOUT_ERR,QUOTA_ERR,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=5,
Web Technologies & Internet / PHP,html images and web page files,Which of the following is not a kind of MySQL backup?,File backups,CSV backups,SQL backups,Table backups,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=5,
Web Technologies & Internet / PHP,html images and web page files,Gzip is not fully supported by . . . . . . . .,Netscape 4.60+,Firefox,Netscape 6+,IE 4+,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=5,
Web Technologies & Internet / PHP,html images and web page files,Which object is created for read-only transaction?,Foo object,SQLTransactionSync,DatabaseSync object,SQLTransaction,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=5,
Web Technologies & Internet / PHP,html images and web page files,Images are usually printed at a resolution of . . . . . . . .,200 dpi,100 dpi,50 dpi,300 dpi,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=5,
Web Technologies & Internet / PHP,html images and web page files,What is the URL encoding of VT?,%0B,%09,%06,%02,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=5,
Web Technologies & Internet / PHP,html images and web page files,What is the URL Encode for the character 'M'?,%47,%4A,%4D,%50,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=5,
Web Technologies & Internet / PHP,html images and web page files,What is the new format to display vector images?,SVG,GIF,JPG,PNG,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=5,
Web Technologies & Internet / PHP,html images and web page files,Up to what resolution image should be saved by using in the web?,23 ppi,34 ppi,72 ppi,100 ppi,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=5,
Web Technologies & Internet / PHP,html images and web page files,Which of the following is not possible compression value?,identity,deflate,compress,DNS,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=5,
Web Technologies & Internet / PHP,html images and web page files,The .content property is . . . . . . . .,read-only,write-only,read-write,hidden,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=6,
Web Technologies & Internet / PHP,html images and web page files,Sprites are not used for . . . . . . . .,beautify the web page,reducing HTTP request,reduce loading time,reducing multiple server requests,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=6,
Web Technologies & Internet / PHP,html images and web page files,classPrefix is used when . . . . . . . .,it is mandatory prefix before all the classes,class name clashes,when there is no any class in the code,not mandatory it depends on user,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=6,
Web Technologies & Internet / PHP,html images and web page files,Each image in sprite should be approximately of . . . . . . . .,100 pixels,20 pixels,10 pixels,50 pixels,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=6,
Web Technologies & Internet / PHP,html images and web page files,Which of the following detects support for the method of the form?,input formtarget,input formmethod,input formenctype,input formaction,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=6,
Web Technologies & Internet / PHP,html images and web page files,Vector images are created in . . . . . . . .,Adobe Illustrator,Adobe Photoshop,Adobe Fireworks,Splashup,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=6,
Web Technologies & Internet / PHP,html images and web page files,For image compression which tool is helpful?,WordPress cache enable a plugin,Optimus wordpress plugin,Glup-uglify,Speed test tool,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=6,
Web Technologies & Internet / PHP,html images and web page files,What is not the work of database optimization?,cleaning out old tables,creating indexes,optimize datatype,delete database,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=6,
Web Technologies & Internet / PHP,html images and web page files,"If the transparent part of the image has rounded or diagonal edges, which format is suitable?",PNG,Transparent GIF,GIF,JPG,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=6,
Web Technologies & Internet / PHP,html images and web page files,Which entry executes and load scripts from the server?,Explicit entry,Network entry,Fallback entry,Master entry,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=6,
Web Technologies & Internet / PHP,html images and web page files,Which of the following is not a template library?,Mustache,Underscore JS library,Live.js,Handlebars,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=7,
Web Technologies & Internet / PHP,html images and web page files,Which format can create a transparent image?,PNG,GIF,JPG,SVG,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=7,
Web Technologies & Internet / PHP,html images and web page files,For testing prefixed CSS properties we use . . . . . . . .,Modernizr.prefixed,Modernizr.prefixedCSS,Modernizr._prefixes,Modernizr.prefixedCSS value,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=7,
Web Technologies & Internet / PHP,html images and web page files,The features that can't be detected by checking idle are checked by . . . . . . . .,Modernizr.prefixedCSS,Modernizr.testAllProps,Modernizr.testStyles,Modernizr.testProp,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=7,
Web Technologies & Internet / PHP,html images and web page files,Which of the following is not DOM property?,element.appendChild(node),document.createElement(),element.innerHTML,document.getElementById(),D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=7,
Web Technologies & Internet / PHP,html images and web page files,What is hotlink protection?,stopping other sites from displaying images,stopping other sites from displaying videos,stopping access of source code,compresses an image,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=7,
Web Technologies & Internet / PHP,html images and web page files,The sign is used for the placeholder . . . . . . . .,&,*,^,?,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=7,
Web Technologies & Internet / PHP,html images and web page files,Which method is used to verifythe version number?,changeVersion(),readTransaction(),transaction(),executeSql(),A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=7,
Web Technologies & Internet / PHP,html images and web page files,What is the maximum cache size for Chrome?,unlimited,300 MB,400 MB,1024 MB,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=7,
