subject,topic,question,option_a,option_b,option_c,option_d,correct_letter,explanation,difficulty,source,tags
Python Programming,concept of object oriented programs in python,Which principle of OOP emphasizes the bundling of data and methods that operate on the data into a single unit?,Encapsulation,Inheritance,Abstraction,Polymorphism,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/?page=2,
Python Programming,concept of object oriented programs in python,Which of the following best describes inheritance?,Ability of a class to derive members of another class as a part of its own definition,Means of bundling instance variables and methods in order to restrict access to certain class members,Focuses on variables and passing of variables to functions,Allows for implementation of elegant software that is well designed and easily modified,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/?page=2,
Python Programming,concept of object oriented programs in python,Which of the following statements is wrong about inheritance?,Protected members of a class can be inherited,The inheriting class is called a subclass,Private members of a class can be inherited and accessed,Inheritance is one of the features of OOP,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/?page=2,
Python Programming,concept of object oriented programs in python,What does built-in function help do in context of classes?,Determines the object name of any value,Determines the class identifiers of any value,Determines class description of any built-in type,Determines class description of any user-defined built-in type,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/?page=2,
Python Programming,concept of object oriented programs in python,Which of the following statements isn't true?,A non-private method in a superclass can be overridden,A derived class is a subset of superclass,The value of a private variable in the superclass can be changed in the subclass,"When invoking the constructor from a subclass, the constructor of superclass is automatically invoked",C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/?page=2,
Python Programming,concept of object oriented programs in python,What is polymorphism in object-oriented programming?,It allows objects of different classes to be treated as objects of the same class,It creates polygons,It makes code more complex,It defines methods,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/?page=2,
Python Programming,concept of object oriented programs in python,What is the difference between a class and an object in object-oriented programming?,"A class is a blueprint for creating objects, while an object is an instance of a class",A class is an object,They are the same,An object is a class,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/?page=2,
Python Programming,concept of object oriented programs in python,What is a class variable in object-oriented programming?,A variable shared among all instances of a class,A variable within a method,A built-in variable,A specific data type,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/?page=2,
Python Programming,concept of object oriented programs in python,What is the biggest reason for the use of polymorphism?,It allows the programmer to think at a more abstract level,There is less program code to write,The program will have a more elegant design and will be easier to maintain and update,Program code takes up less space,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/?page=2,
Python Programming,concept of object oriented programs in python,What is the use of duck typing?,More restriction on the type values that can be passed to a given method,No restriction on the type values that can be passed to a given method,Less restriction on the type values that can be passed to a given method,Makes the program code smaller,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/?page=3,
Python Programming,concept of object oriented programs in python,What is the purpose of the constructor (__init__ method) in a class in Python?,It initializes the attributes of an object,It defines a method,It is a destructor,It is a constructor,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/?page=3,
Python Programming,concept of object oriented programs in python,"What will be the output of the following Python code? 
>>> class A:
 pass
>>> class B(A):
 pass
>>> obj=B()
>>> isinstance(obj,A)",True,False,Wrong syntax for isinstance() method,Invalid method for classes,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/?page=3,
Python Programming,concept of object oriented programs in python,"What will be the output of the following Python code? 
class Demo:
 def __init__(self):
 self.x = 1
 def change(self):
 self.x = 10
class Demo_derived(Demo):
 def change(self):
 self.x=self.x+1
 return self.x
def main():
 obj = Demo_derived()
 print(obj.change())
 
main()",11,2,1,An exception is thrown,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/?page=3,
Python Programming,concept of object oriented programs in python,What is the purpose of using abstraction in object-oriented programming?,To hide complex implementation details and focus on the essential features,To define new classes,To create abstract objects,To simplify code,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/?page=3,
Python Programming,concept of object oriented programs in python,"What will be the output of the following Python code? 
class A:
 def __str__(self):
 return '1'
class B(A):
 def __init__(self):
 super().__init__()
class C(B):
 def __init__(self):
 super().__init__()
def main():
 obj1 = B()
 obj2 = A()
 obj3 = C()
 print(obj1, obj2,obj3)
main()",1 1 1,1 2 3,'1' '1' '1',An exception is thrown,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/?page=3,
Python Programming,concept of object oriented programs in python,"What will be the output of the following Python code? 
class Demo:
 def __init__(self):
 self.a = 1
 self.__b = 1
 
 def display(self):
 return self.__b
obj = Demo()
print(obj.a)",The program has an error because there isn't any function to return self.a,The program has an error because b is private and display(self) is returning a private member,The program runs fine and 1 is printed,The program has an error as you can't name a class member using __b,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/?page=3,
